id,created_at,Tweets,Tweets_final,tokens,Subjectivity,Polarity,Positive,Negative,Neutral,Label
1339938385998143489,2020-12-18 14:19:40,Millions of people are out of work Small businesses are closing People are struggling to pay their bills stay in their hom…,millions people work small businesses closing people struggling pay bills stay hom…,"['millions', 'people', 'work', 'small', 'businesses', 'closing', 'people', 'struggling', 'pay', 'bills', 'stay', 'hom…']",0.4,-0.25,0,1,0,-1
1339938370210840576,2020-12-18 14:19:36,The events of this year teach us the importance of caring for each other and creation Therefore I have chosen as the theme…,events year teach us importance caring creation therefore chosen theme…,"['events', 'year', 'teach', 'us', 'importance', 'caring', 'creation', 'therefore', 'chosen', 'theme…']",0.0,0.0,0,0,1,0
1339938353794273284,2020-12-18 14:19:33,Reading is my meditation,reading meditation,"['reading', 'meditation']",0.0,0.0,0,0,1,0
1339938326594215938,2020-12-18 14:19:26,"Often intelligence gets attracted to complexity of a problem without knowing the impact or value of solving that problem 

W…",often intelligence gets attracted complexity problem without knowing impact value solving problem w…,"['often', 'intelligence', 'gets', 'attracted', 'complexity', 'problem', 'without', 'knowing', 'impact', 'value', 'solving', 'problem', 'w…']",0.0,0.0,0,0,1,0
1291973473451913216,2020-08-08 05:44:14, Felt the same whenever I go to Mangalore being a table top airport After the crash happened in Mangalo… httpstcoRn35Qe8sWo,felt whenever go mangalore table top airport crash happened mangalo… httpstcorn35qe8swo,"['felt', 'whenever', 'go', 'mangalore', 'table', 'top', 'airport', 'crash', 'happened', 'mangalo…', 'httpstcorn35qe8swo']",0.5,0.5,1,0,0,1
1285557194201522176,2020-07-21 12:48:14,When love for parents and children is inspired and purified by love for the Lord it then becomes wholly fruitful and produce…,love parents children inspired purified love lord becomes wholly fruitful produce…,"['love', 'parents', 'children', 'inspired', 'purified', 'love', 'lord', 'becomes', 'wholly', 'fruitful', 'produce…']",0.6,0.5,1,0,0,1
1281925518292422657,2020-07-11 12:17:15,everyone assumes we celebrate only on three days christmas new year and easter now what to tell them about the 2528…,everyone assumes celebrate three days christmas new year easter tell 2528…,"['everyone', 'assumes', 'celebrate', 'three', 'days', 'christmas', 'new', 'year', 'easter', 'tell', '2528…']",0.45454545454545453,0.13636363636363635,1,0,0,1
1280843601430188032,2020-07-08 12:38:06,"It was number 5 Number 5 endangered all our lives
You simply cannot forget your mask

99ForMasks
WeWantItThatWay htt…",number 5 number 5 endangered lives simply forget mask 99formasks wewantitthatway htt…,"['number', '5', 'number', '5', 'endangered', 'lives', 'simply', 'forget', 'mask', '99formasks', 'wewantitthatway', 'htt…']",0.35714285714285715,0.0,0,0,1,0
1277590651719217152,2020-06-29 13:12:02,I don’t believe In luck I believe In God,’ believe luck believe god,"['’', 'believe', 'luck', 'believe', 'god']",0.0,0.0,0,0,1,0
1260837384238710785,2020-05-14 07:40:32,"Since many of youll are on the path of learning and completing courses on various platforms in this lockdown
Wanna test you…",since many youll path learning completing courses various platforms lockdown wan na test you…,"['since', 'many', 'youll', 'path', 'learning', 'completing', 'courses', 'various', 'platforms', 'lockdown', 'wan', 'na', 'test', 'you…']",0.3833333333333333,0.09999999999999999,1,0,0,1
1255761917081120769,2020-04-30 07:32:26,Excited to be starting the JPMorganChase Virtual Experience Looking forward to trying out what its really like to… httpstcowhsVIC7ebS,excited starting jpmorganchase virtual experience looking forward trying really like to… httpstcowhsvic7ebs,"['excited', 'starting', 'jpmorganchase', 'virtual', 'experience', 'looking', 'forward', 'trying', 'really', 'like', 'to…', 'httpstcowhsvic7ebs']",0.35000000000000003,0.19166666666666665,1,0,0,1
1254315322573828102,2020-04-26 07:44:11,Some friends really on that family level,friends really family level,"['friends', 'really', 'family', 'level']",0.2,0.2,1,0,0,1
1242079061028958210,2020-03-23 13:21:39, can youll please revert asap,youll please revert asap,"['youll', 'please', 'revert', 'asap']",0.0,0.0,0,0,1,0
1241750287192174593,2020-03-22 15:35:13,Please revert asap ,please revert asap,"['please', 'revert', 'asap']",0.0,0.0,0,0,1,0
1241678310310117381,2020-03-22 10:49:13, now I got an email saying the flight booking has been cancelled Please revert asap and help me out with the bookingrefund,got email saying flight booking cancelled please revert asap help bookingrefund,"['got', 'email', 'saying', 'flight', 'booking', 'cancelled', 'please', 'revert', 'asap', 'help', 'bookingrefund']",0.0,0.0,0,0,1,0
1241677028543225856,2020-03-22 10:44:07, I had booked flight from IXEBOM I had some issue during payment Later payment was done and an SMS that… httpstco4MH55gZ0ko,booked flight ixebom issue payment later payment done sms that… httpstco4mh55gz0ko,"['booked', 'flight', 'ixebom', 'issue', 'payment', 'later', 'payment', 'done', 'sms', 'that…', 'httpstco4mh55gz0ko']",0.0,0.0,0,0,1,0
1237351254759575554,2020-03-10 12:15:02,Today the Lord calls all of us sinners to dialogue with Him Dont be afraid Though your sins be like scarlet they may b…,today lord calls us sinners dialogue dont afraid though sins like scarlet may b…,"['today', 'lord', 'calls', 'us', 'sinners', 'dialogue', 'dont', 'afraid', 'though', 'sins', 'like', 'scarlet', 'may', 'b…']",0.9,-0.6,0,1,0,-1
1237351220236279808,2020-03-10 12:14:54,"Its our pleasure to introduce you to our sponsor 
Matic provides scalable amp instant Ethereum transactions using…",pleasure introduce sponsor matic provides scalable amp instant ethereum transactions using…,"['pleasure', 'introduce', 'sponsor', 'matic', 'provides', 'scalable', 'amp', 'instant', 'ethereum', 'transactions', 'using…']",0.6666666666666666,0.0,0,0,1,0
1237297243972980738,2020-03-10 08:40:25,"We present to you our third edition
UnScript 2k20

Date 2122nd March 2020
Registration link in bio
Venue Fr CRCE M…",present third edition unscript 2k20 date 2122nd march 2020 registration link bio venue fr crce m…,"['present', 'third', 'edition', 'unscript', '2k20', 'date', '2122nd', 'march', '2020', 'registration', 'link', 'bio', 'venue', 'fr', 'crce', 'm…']",0.0,0.0,0,0,1,0
1237297222691090432,2020-03-10 08:40:20,"We are pleased to introduce you to our sponsor

They are at the forefront of the hacker movement helping organizer…",pleased introduce sponsor forefront hacker movement helping organizer…,"['pleased', 'introduce', 'sponsor', 'forefront', 'hacker', 'movement', 'helping', 'organizer…']",1.0,0.5,1,0,0,1
1161916717318098944,2019-08-15 08:25:07,Let us ask for the grace to remember each day that we are not forgotten by God and that we are His beloved children unique…,let us ask grace remember day forgotten god beloved children unique…,"['let', 'us', 'ask', 'grace', 'remember', 'day', 'forgotten', 'god', 'beloved', 'children', 'unique…']",1.0,0.7,1,0,0,1
1158926817861881859,2019-08-07 02:24:19,Dont stress everything will be better than ok,dont stress everything better ok,"['dont', 'stress', 'everything', 'better', 'ok']",0.5,0.5,1,0,0,1
1158926756193062912,2019-08-07 02:24:05,I can’t forget the manner in which Sushma Ji worked tirelessly as EAM in the last 5 years Even when her health was not g…,’ forget manner sushma ji worked tirelessly eam last 5 years even health g…,"['’', 'forget', 'manner', 'sushma', 'ji', 'worked', 'tirelessly', 'eam', 'last', '5', 'years', 'even', 'health', 'g…']",0.06666666666666667,0.0,0,0,1,0
1112195018213781504,2019-03-31 03:28:50,Mehra Unscript 2k19 frcrce httpstco0WvwCwKsPt,mehra unscript 2k19 frcrce httpstco0wvwcwkspt,"['mehra', 'unscript', '2k19', 'frcrce', 'httpstco0wvwcwkspt']",0.0,0.0,0,0,1,0
1112195003495911424,2019-03-31 03:28:47,"View at its best ️
morningview bandraworlisealink unscript2k19 hackathon 24hrsevent unscript… httpstcohlDmkUElVF",view best ️ morningview bandraworlisealink unscript2k19 hackathon 24hrsevent unscript… httpstcohldmkuelvf,"['view', 'best', '️', 'morningview', 'bandraworlisealink', 'unscript2k19', 'hackathon', '24hrsevent', 'unscript…', 'httpstcohldmkuelvf']",0.3,1.0,1,0,0,1
1105119621781352456,2019-03-11 14:53:44,"THE WAIT IS FINALLY OVER⏳ 
Heres an opportunity for all the coders to showcase their technical skills in our very own Fr…",wait finally over⏳ heres opportunity coders showcase technical skills fr…,"['wait', 'finally', 'over⏳', 'heres', 'opportunity', 'coders', 'showcase', 'technical', 'skills', 'fr…']",0.55,0.0,0,0,1,0
1103655139410350080,2019-03-07 13:54:24,"CodeLabs and Mozilla Campus Club of Fr CRCE Mumbai presenting to you
UNSCRIPT2K19 Hackathon⏳ More details COMING UP …",codelabs mozilla campus club fr crce mumbai presenting unscript2k19 hackathon⏳ details coming …,"['codelabs', 'mozilla', 'campus', 'club', 'fr', 'crce', 'mumbai', 'presenting', 'unscript2k19', 'hackathon⏳', 'details', 'coming', '…']",0.0,0.0,0,0,1,0
1103654909797433345,2019-03-07 13:53:30,"CodeLabs and Mozilla Campus Club of Fr CRCE presenting to you
UNSCRIPT 2K19 

Shout out tor all the coders across the sta…",codelabs mozilla campus club fr crce presenting unscript 2k19 shout tor coders across sta…,"['codelabs', 'mozilla', 'campus', 'club', 'fr', 'crce', 'presenting', 'unscript', '2k19', 'shout', 'tor', 'coders', 'across', 'sta…']",0.0,0.0,0,0,1,0
1103301472421208065,2019-03-06 14:29:04,"CodeLabs and Mozilla Campus Club of Fr CRCE Mumbai presenting to you
UNSCRIPT2K19 Hackathon⏳ More details CO… httpstcoqDTtfFDgil",codelabs mozilla campus club fr crce mumbai presenting unscript2k19 hackathon⏳ details co… httpstcoqdttffdgil,"['codelabs', 'mozilla', 'campus', 'club', 'fr', 'crce', 'mumbai', 'presenting', 'unscript2k19', 'hackathon⏳', 'details', 'co…', 'httpstcoqdttffdgil']",0.0,0.0,0,0,1,0
